author.username,content
author4,"Heads up <@&927426307514581042> 
I wont be running Gnome for a bit as I migrate my Foundry World between PCs. This should be resolved after next week"
author4,Mans gonna hit em with the Marth down tilt
author6,"Ok so large would mean natural reach of 10 ft
Sarissa does ""A sarissa provides extended reach—tripling your reach rather than doubling it"" So it would be 30ft and lunge would give me the extra 5ft meaning 35ft of reach"
author6,Lunge + big + sarissa = ranged attacks
author6,Lunge + sarissa = fun
author4,<@151489352164311040> Oliver has joined the party
author2,you poverty
author6,"Ah i forgor, you decided to make you poverty a personality trait"
author2,What is that
author6,The greatest anime duo
author6,What you gonna do against the gloomblade^2
author4,Lmao literal gloomblade
author6,I need 8k to get an item that would complete my build
author6,Hey guys could I borrow some money next time we are in town?
author4,"Yeah
Gonna roll initiative lmao"
author6,Higher for first? <@589289513788899348>
author4,Roll off then mfs
author6,I do not have any
author4,<@589289513788899348> <@151489352164311040>
author4,You guys got a preference who goes first there
author4,Id like run at least one either Friday or Saturday
author4,"Im busy all day Mon and Thurs next week
Mon and Wed the week after"
author6,After 5:30pm mon - thurs and all day sat-sun
author4,"Hey <@&927426307514581042> Im looking to try and get all of the solo session done over the course of the next two weeks. Can I get some idea of when you guys are available?
If included images of my schedule below:"
author4,"Brightblade's Bravo:
3/day as an immediate action replace a save with Fort + demoralize enemies who witness

<@151489352164311040> Was a sample I had for you"
author6,I will try to be silent when I go into his room them
author4,DO NOT WAKE TRISTIN FROM HIS NAP I AM AWARE HE WILL BE LATE
author1,- this message is from god
author1,Oh fuck I didn't realize its at 6
author1,it looks like mine is
author4,Also updated and put foundry up please make sure your sheets are working <@&927426307514581042>
author4,Pushing back to 6 so I have time to eat
author6,I can
author4,<@&927426307514581042> Saturday @5?
author6,Also when are we doing gnome <@458413180893397022>
author2,<@151500793990742016> you down or you got tennis
author6,I am down
author4,Ya'll still up for a (prob shorter) session?
author4,Actually I think I can based on how much progress I've made this morning <@&927426307514581042>
author1,that's ok!
author7,nah you're chilliin
author6,It is alright!
author4,"Hey <@&927426307514581042> I hate to do this but Im probably gonna need to cancel Gnome tomorrow
Im sorry this keeps happening"
author1,yes :)
author7,Might have tennis tho
author4,Gnome @5 on Sunday work <@&927426307514581042>
author4,No gnome cause wedding reception +family
author2,so their roll was invalid
author2,I disregarded fables roll cause we needed high or low before the roll
author7,eight <:wah:951310823366754334>
author6,You eight
author1,xant speel
author4,I see you edited smh
author4,||Nunya|| forehead
author7,it is in here
author1,YOU WONT TELL ME WHY ITS DIFFEREN WTF
author1,THATS NOT YOUR PFP
author6,Oli doesn't know who I am
author7,my head
author7,tristin really just disregarded fables idea <:smh:744345376525516861>
author4,High or low as good
author6,Someone else should roll the other
author6,I will roll one of them
author4,Yo <@&927426307514581042> someone want to roll a 2d100 to see if the archon got sent to Brazil or not
author2,good soup
author4,Gnome @5 tomorrow <@&927426307514581042>
author7,I got no shot of making it 💀
author4,"I'm going to tentatively say I may be able to run <@&927426307514581042> this Sunday
Though I may have to cancel if I still haven't gotten all my work done"
author4,Hey no Gnome this weekend btw
author4,No gnome tomorroe fyi
author4,Btw note on that Kobold those guys had him like that for 2ish weeks
author4,+3000gp  in potions
author4,+1 Studded Leather
author4,Hedge Cloak
author4,It gnoming time?
author4,Hey where are ya'll trying to go next session
author1,will really try not to
author6,Is <@589289513788899348>  going to be late again?
author4,<@&927426307514581042> tomorrow at 4
author4,Huh wands dont provoke
author4,Im unsure on somatic
author4,Also ~~currently~~ cannot use verbal component
author1,may be a good trade
author1,tbh doggie has good save
author1,ahhh that
author4,I was just saying no cloak or resistance + that
author4,No he does
author7,: (
author1,"rusty doesnt have that, does he :("
author4,Reminder it is your shoulder slot
author1,:) yes
author6,Hedge cloak -> Rusty
author4,Thatll prob end up being his armor and his hedge cloak
author4,Ill just let yall distribute any notable items off him then give you potions with a gp value equal to 4th lvl character wealth - items you loot off him
author6,Time to finish his transformation into a health potion
author1,time to pat down his character
author4,K so Ephraim is officially droping
author4,Am I good to close foundry?
author4,Dc is still 20 lol
author4,If he puts a rank in umd
author6,Can rusty use wands?
author4,"<@&927426307514581042> In Zeds 1st shipment of goods the most notable item is:
Wand of Magic Missile (1st) (23 of 50 charges) (345 gp)"
author11,I was entirely asleep until 1. Honestly Gnome times not really working out for me so I’m thinking I’ll need to drop out
author4,"Reminder <@&927426307514581042> 
Unless you guys prefer later"
author7,gimme 3-5 business days
author7,ill come back to you
author7,part 2
author2,Bro I barely eat
author7,I can't eat any if you're hoarding it all
author7,*me thinking of somehting smart to say*
author2,Come back when you stop eating garbage
author7,hotdog is simply superior
author7,my uncle loves sams club
author7,of course i have
author7,wdym i havent had
author2,You haven’t had
author2,Pizza better
author7,"bro i know them for they hotdogs
ima call em the hotdog people"
author7,but is it the hotdog people tho
author7,the hotdog people?
author2,Bro Sams club food on break
author7,im ngl tho that 1 hour break was just nice
author7,i see
author2,Unsure on break
author2,8.5 hours
author7,Is it like 8 hours total with a 1 hour break?
author7,<@318536129727168512> how long are your shifts?
author2,Either would work this weekend but after that I'm gonna be working at Sams until 3:30
author7,Nvm I could 1 to 4
author7,Ideally that'd be even worse
author4,Or was 3-6 better
author7,But we'll see what happens
author7,Ideally no
author4,Sun 1-4 work again?
author4,Current effect of the bear pelt
author2,also ye
author4,Am I good to close foundry
author4,"Aight its Gnomin' time
~~Unless people want me to push it back some~~"
author4,Fair enough
author11,Probably not I have to get homework and other stuff done today
author4,1-4 Sunday
author2,Well tonight was kingmaker/wotw not gnome
author6,I will let you guys know whenever I am sure
author6,There might be a chance I can't show up tonight
author4,But yeah same time as the usual attempt unless someone is opposed
author10,i work
author2,would saturday work?
